Party,Total_Mentions,Positive_%,Negative_%,Neutral_%,Opinion_%,Framing_Score,Bias_Score
BJP,4701,6.955966815571155,11.018932142097427,82.02510104233141,33.24824505424378,0.30397787704743673,-0.0795788130185067
CONGRESS,4824,7.131011608623548,11.380597014925373,81.48839137645108,34.43200663349917,0.34950248756218905,-0.07589137645107795
